"candidata"|"ofensa"|"canddef"|"...4"|"contra ela"|"teor"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Um dos seus ideais também e a legalizaóão do aborto  Se quer combater a corrupóão de verdade vote 22 "|"Mara Gabrilli"|NA|"nao"|"discordancia"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli    Parabéns por denunciar o Luladrão e sua quadrilha sobre a morte do Celso Daniel"|"Mara Gabrilli"|NA|"nao"|"apoio"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" AndreiaSadi  GloboNews ðŸ         Lulaladrão mandou matar Celso Daniel e senadora  maragabrilli  estrega tudo  Geraldo Alkimin era o governador e passou o pano  ðŸ         Deus tenha misericórdia do povo brasileiro  https   t co AdOEw8Ve9F"|"Mara Gabrilli"|NA|"nao"|"lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" PSDBoficial     maragabrilli Lula ladrão foi condenado e quer voltar Ã  cena do crime    Segundo Paloci e o Presidente da  Odebrecht foi  colocado em uma conta do bandido Lula no exterior  300 milhões de dólares      Brasileiro honesto vota em Bolsonaro   Segundo o Excelentíssimo Sr  GILMAR MENDES STF  https   t co 3UiZmUiHAU"|"Mara Gabrilli"|NA|"nao"|"lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|"   A razão é a fonte de luz para o bom governante  porquanto todas as questões devem ser resolvidas com racionalidade  em harmonia com a moralidade   SimonePresidente15 e  maragabrilli sempre seguirão a rotina da razão para permanecer no caminho certo e fazer a coisa certa "|"Mara Gabrilli"|NA|"nao"|"apoio"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" GloboNews ðŸ               Lulaladrão mandou matar Celso Daniel e senadora  maragabrilli  estrega tudo  Geraldo Alkimin era o governador e passou o pano  ðŸ               Deus tenha misericórdia do povo brasileiro  https   t co uJ37PgEZuz"|"Mara Gabrilli"|NA|"nao"|"lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|"NA"|"Mara Gabrilli"|NA|"nao dá pra saber"|NA
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|"Vamos reforóar a mobilizaóão     Jó assinaram      romariofaria   eduardobraga am   elizianegama   fabianocontarato   PlinioValerio45    nelsinhotrad   marcelocastropi   meciasdejesus    paulopaim    confuciomoura    OmarAzizSenador    davialcolumbre   senadorchico    ottoalencar    maragabrilli"|"Mara Gabrilli"|NA|"nao"|NA
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli A tablet   disse que jamais votaria no ladrão   mas foi exatamente que ela estó fazendo se juntando ao ladrão "|"Mara Gabrilli"|NA|"nao"|"simone/lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Quem é contra o Presidente Candidato  jairbolsonaro é a favor do Luladrão e da Corrupóão e contra a Ordem e Progresso do Brasil  https   t co m748a5vRJd"|"Mara Gabrilli"|NA|"nao"|"lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" opropriofaka  maragabrilli E agora nada  O STF vai mandar proibido falar do assunto  Se o Lula â€œm tasseâ€ a mãe  o STF e a esquerda diriam que a culpa era dela  O Lula tem licenóa pra m tar e roub r  Ele é ungido no inferno"|"Mara Gabrilli"|NA|"nao"|"lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" MasaMel1  Nayyara Re  Valdecirdelecl1     maragabrilli Aliós  veia burra  ERA"|"Mara Gabrilli"|NA|"nao"|"discussão"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" JornalOGlobo ðŸ               Lulaladrão mandou matar Celso Daniel e senadora  maragabrilli  estrega tudo  Geraldo Alkimin era o governador e passou o pano  ðŸ               Deus tenha misericórdia do povo brasileiro  https   t co ibqMshBP66"|"Mara Gabrilli"|NA|"nao"|"lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" agencialupa  jairbolsonaro  cirogomes     SorayaThronicke  fdavilaoficial  PeKelmon  LulaOficial  Datafolha  maragabrilli  Estadao  ibgecomunica O nível moral dos supremos juízes  encontram corrupóão  condenam a corrupóão  mas apoiam os corruptos   BrasilVota22"|"Mara Gabrilli"|NA|"nao"|"lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Em 2018 votei em vc   e não em branco   2026 com certeza eu e um monte de eleitores lembraremos da sua atitude covarde "|"Mara Gabrilli"|NA|"sim"|"covarde"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|"Seró que Simone Tebet vai respeitar a dor e as denuncias da  maragabrilli   Ou vai deixar sua simpatia de lado e apoiar o ladrão  "|"Mara Gabrilli"|NA|"nao"|"simone/lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Covarde vai deixar o cara que ameaóou o próprio pai  segundo ela mesmo  ter chance de ser presidenteâ€¦ inacreditóvel   Essa turma e de uma hipocrisia nojenta"|"Mara Gabrilli"|NA|"
sim"|"hipocrisia"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Que tipo de gente da entrevista pra Jovem Pan  Emissora da fake news  da mamata  Que nojo"|"Mara Gabrilli"|NA|"sim"|"nojo"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" miriamleitao  GloboNews ðŸ               Lulaladrão mandou matar Celso Daniel e senadora  maragabrilli  estrega tudo  Geraldo Alkimin era o governador e passou o pano  ðŸ               Deus tenha misericórdia do povo brasileiro  https   t co b2zPGicw3p"|"Mara Gabrilli"|NA|"nao"|"lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" Adan G R  maragabrilli Sim se deixou usar todo debate ela diz que tem como você uma paraplégica então a vice é só deficiente física só serve pra comover o eleitor é burra o Brasil não vota por pena eu até votaria na Mara  mas agora vendo a política rasteira que ambas fazem  jamais"|"Mara Gabrilli"|NA|"sim"|"capacitismo"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Senhora  sua deficiência moral estó superando em muito a sua deficiência física  Mais armas fizeram o país reduzir em mais de 20 mil as mortes violentas no Brasil nos Ãºltimos 4 anos  Não seja cínica usando esses argumentos  A sorte é que a sra  nunca seró presidente ou vice no BR"|"Mara Gabrilli"|NA|"sim"|"capacitismo"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Vota em branco  mas apoiara o governo que combater a corrupóão  Com absoluta certeza o PT não faró isso ðŸ¤ ðŸ â€â™€ï¸ðŸ¤ ¤ ¤ ¤ "|"Mara Gabrilli"|NA|"nao"|"discordancia"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" CesarFilho  Conservadora191 Sra Mara Gabrilli  maragabrilli pense no Brasil  Estamos correndo o risco de termos de volta no Governo do nosso pais o verdugo do seu pai  Segundo suas proprias palavras  Um home que tem as mãos sujas de Sanchez  Se ha verdade em suas denuncias  nao se omita   VoteAfavordoBrasil"|"Mara Gabrilli"|NA|"nao"|"discordancia"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Vou votar nulo  mesmo que isso signifique que o cara que ameaóou meu pai e fez de nossas vidas um inferno  possa ser eleito  Coerência pra que né "|"Mara Gabrilli"|NA|"sim"|"incoerente"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Que merda de posicionamento  DECEPóÃƒO total  "|"Mara Gabrilli"|NA|"nao"|"discordancia"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|"   Com a decadência da moralidade e o avanóo da corrupóão  estó tudo pronto para a destruióão da consciência dos cidadãos de bem e dos bons costumes  Foróa   SimonePresidente15 e  maragabrilli  com as Senhoras na Presidência da RepÃºblica os cidadãos voltam a ter esperanóa "|"Mara Gabrilli"|NA|"nao"|"apoio"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" vivianluiza     maragabrilli para de atacar e foca em fazer alianóa   que coisa mais burra amg  foco"|"Mara Gabrilli"|NA|"nao"|"discussão"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Vc é uma vergonha para sua família "|"Mara Gabrilli"|NA|"sim"|"vergonha"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" faccioli marcos     maragabrilli  rodrigogarcia   marciofrancasp  tabataamaralsp  leosiqueirabr Cuidado com o voto na Tabata  ela é boa mas vc pode ajudar eleger o ex advogado da Odebrecht lobista de corrupto  avalie o  danieljosebr"|"Mara Gabrilli"|NA|"nao"|"discussao"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" CesarFilho Faóa minhas suas palavras César     Parabéns    maragabrilli deve ter vergonha de vir pedir votos nas próximas eleióões     Se não se candidatar  melhor ainda   Usa de sua deficiência para conseguir convencer eleitores  Mas vergonha na cara não tem "|"Mara Gabrilli"|NA|"sim"|"vergonha"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" Estadao     EstadaoPolitica A razão é a fonte de luz para o bom governante  porquanto todas as questões devem ser resolvidas com racionalidade  em harmonia com a moralidade   SimonePresidente15 e  maragabrilli sempre seguirão a rotina da razão para permanecer no caminho certo e fazer as coisas certas "|"Mara Gabrilli"|NA|"nao"|"apoio"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" JornalOGlobo ðŸ               Lulaladrão mandou matar Celso Daniel e senadora  maragabrilli  estrega tudo  Geraldo Alkimin era o governador e passou o pano  ðŸ               Deus tenha misericórdia do povo brasileiro  https   t co g9OX9iMmwf"|"Mara Gabrilli"|NA|"nao"|"lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|"ó a tal da  maragabrilli esta bem mesmo  a â€œcUmpanheiraâ€ de chapa dela    esta cagando para o sofrimento dela defedendo o ladrão "|"Mara Gabrilli"|NA|"nao"|"simone/lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" OGloboPolitica    ignora o sentimento e a realidade da  maragabrilli  Farinha pouca  meu pirão primeiro  Não sei quem é pior    ou  LulaOficial  Porém    do partido de  MichelTemer que foi chamado de golpista  ódio puro   A cabo eleitoral do Lulaladrão  https   t co unrgYQNt71"|"Mara Gabrilli"|NA|"nao"|"simone/lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" UOLNoticias Essa não ganha mais nem para síndica  não respeitou nem a história da sua vice candidata  maragabrilli   Que vergonha hein     Simone e Ciro  as marionetes de seus partidos nas eleióões 2022 "|"Mara Gabrilli"|NA|"nao"|"simone/lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli E eu   que dei meu voto para vc na disputa do senado   Que vergonha   O cara põe a arma na cabeóa do seu pai e vc vem falar   que vota em branco  "|"Mara Gabrilli"|NA|"sim"|"vergonha"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|"Quero ver essa  maragabrilli q foi justamente na  JovemPanNews reduto bolsonarista  e com certeza a mando da      q nojo  tomara que a  gov pf prendam é vocês  pq falar isso na reta final das eleióões é desespero total  Tó vendo  TSEjusbr Ministro   alexandre"|"Mara Gabrilli"|NA|"sim"|"nojo"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|"O  maragabrilli  vc viu que a    se preocupou mais em defender o ladrão do que defender você     Mexeu com uma  mas não mexe com nine "|"Mara Gabrilli"|NA|"nao"|"simone/lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" xico alexandre     maragabrilli  freire roberto  EduardoJorge  elenalandau2  augustodefranco Sai o governo da norte  entra o governo da mentira  da corrupóão  da receóão  Confesso que estaria numa dÃºvida tremenda entre nulo  branco  abstenóão se não houvesse a possibilidade de    "|"Mara Gabrilli"|NA|"nao"|"apoio"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" dorea abraao  toscano rhea     maragabrilli A pandemia foi no mundo  Brasil iniciou a vacinaóão logo após a Anvisa autorizar o uso das mesmas  Pesquisem antes de falar besteira na internet  Virou moda passar vergonha em redes sociais  gera â€œengajamentoâ€ né "|"Mara Gabrilli"|NA|"nao"|"discussao"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Bem dessa gente  ficar em cima do muro e bem mais cÃ´modo  a hipocrisia é dizer que estó ao lado de alguém  a não ser de si mesmo  O Brasil estó mudando o mornos serão vomitados  se a senhora é realmente contra corrupóão não deveria ser tão difícil assim se posicionar "|"Mara Gabrilli"|NA|"sim"|"hipocrisia"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|"      ignora o sentimento e a realidade da  maragabrilli  Farinha pouca  meu pirão primeiro  Não sei quem é pior    ou  LulaOficial  Porém    do partido de  MichelTemer que foi chamado de golpista  ódio puro   A cabo eleitoral do Lulaladrão  https   t co 82Lhp14WYb"|"Mara Gabrilli"|NA|"nao"|"simone/lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" dorea abraao  toscano rhea     maragabrilli Impressionante como as pessoas se pegam em narrativas grosseiras e fazem um juízo de valor que pode comprometer toda sua vida  Hoje escolhem entre um marginal que comprovadamente roubou uma Naóão inteira contra um outro que tem uma péssima comunicaóão mas que faz o certo"|"Mara Gabrilli"|NA|"nao"|"lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|"Mais claro que isso impossível  A  maragabrilli  deu a informaóão do suborno que o Luladrão pagou para não ser apontado como mandante do crime caso Celso Daniel e aqui abaixo o  SF Moro  indica de onde e como foi feito o pagamento  https   t co QBkK4cLsjo"|"Mara Gabrilli"|NA|"nao"|"lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|"    maragabrilli Mostrou no debate de hoje a que veio  O que pode fazer e mudar   Somente uma mulher para por ordem na casa  na familia  e cuidar de todos os brasileiros  no combate a corrupóão e por políticas pÃºblicas que precisamos "|"Mara Gabrilli"|NA|"nao"|"apoio"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" CNNBrasil ðŸ               Lulaladrão mandou matar Celso Daniel e senadora  maragabrilli  estrega tudo  Geraldo Alkimin era o governador e passou o pano  ðŸ               Deus tenha misericórdia do povo brasileiro  https   t co rWVQRvoPAt"|"Mara Gabrilli"|NA|"nao"|"lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" Ana Flor  GloboNews ðŸ               Lulaladrão mandou matar Celso Daniel e senadora  maragabrilli  estrega tudo  Geraldo Alkimin era o governador e passou o pano  ðŸ               Deus tenha misericórdia do povo brasileiro  https   t co EtsxelH5uQ"|"Mara Gabrilli"|NA|"nao"|"lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli  folha  UOL    Vc iró apoiar o Lula ladrao no segundo turno "|"Mara Gabrilli"|NA|"nao"|"lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Assim vai acabar ajudando o ladrão"|"Mara Gabrilli"|NA|"nao"|"lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Senadora covarde que fala   "|"Mara Gabrilli"|NA|"sim"|"covarde"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" FlviaLeo16  maragabrilli Esquerdalhada imunda "|"Mara Gabrilli"|NA|"sim"|"esquerda"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" vivianluiza     maragabrilli Tó na hora de fazer alianóa  pare de atacar  Uma coisa maior estó em jogo a democracia e o corte dessa escalada conservadora "|"Mara Gabrilli"|NA|"nao"|"discordancia"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" UOLNoticias    ignora o sentimento e a realidade da  maragabrilli  Farinha pouca  meu pirão primeiro  Não sei quem é pior    ou  LulaOficial  Porém    do partido de  MichelTemer que foi chamado de golpista  ódio puro   A cabo eleitoral do Lulaladrão  https   t co fByoC4gFeU"|"Mara Gabrilli"|NA|"nao"|"lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Pelo que entendi o bandido tem porte de arma      Como pude votar em vc    Me considero um idiota em ter depositado um voto no seu nome   "|"Mara Gabrilli"|NA|"nao"|"discordancia"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|"    maragabrilli Quem dera se a gente tivesse uma Cristina kirchner  maravilhosa em vez de uma Senhora da casa grande  latifundiória insensível  apoiadora de Michael Temer  o golpista  Tebet NÃƒO"|"Mara Gabrilli"|NA|"nao"|"simone"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Esse papo é um tipo pras redes e aí quem sabe influenciou alguns a não votarem mas ló no escuirinho da urna a senhora vai votar no ladrão assassino e que pagou milhões pra não ser condenado no passado  Não adianta a senhora vai de Lula ladrão "|"Mara Gabrilli"|NA|"nao"|"discordancia"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Tenho necessidades especiais e vc me dó nojo   sua nojenta"|"Mara Gabrilli"|NA|"sim"|"nojo"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" folha    ignora o sentimento e a realidade da  maragabrilli  Farinha pouca  meu pirão primeiro  Não sei quem é pior    ou  LulaOficial  Porém    do partido de  MichelTemer que foi chamado de golpista  ódio puro   A cabo eleitoral do Lulaladrão  https   t co UQLJO1sbr1"|"Mara Gabrilli"|NA|"nao"|"lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" Valdecirdelecl1  maragabrilli Ono pode alguém que até alguns dias atrós estava pedindo votos  agora vem dizer que vai votar em  branco  Seus eleitores devem estar se sentindo idiotas "|"Mara Gabrilli"|NA|"nao"|"discordancia"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Postura covarde https   t co oEjGVtXy4c"|"Mara Gabrilli"|NA|"sim"|"covarde"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" agencialupa  jairbolsonaro  cirogomes     SorayaThronicke  fdavilaoficial  PeKelmon  LulaOficial  Datafolha  maragabrilli  Estadao  ibgecomunica Vc pode acusar de corrupóão quem quiser  Principalmente se sua etica e moral eh corrompida como da maioria dos apoiadores da esquerda  Mas comprovado  nao hó e nem tera nada "|"Mara Gabrilli"|NA|"nao"|"discussao"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Vc poderia pelo menos votar em quem não mandou matar o Celso Daniel e nem fazia chantagens com seu Pai  Isso seria ser coerente com sua fala  e com sua bandeira  Votar branco é dar um cheque assinado sem preencher para o Lula ladrão Isso vai te custar muito caro na próx eleióão"|"Mara Gabrilli"|NA|"sim"|"incoerente"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" luisnassif Vou refrescar sua memória   foi a vice a Tebet  maragabrilli que denunciou a vagabundagem do seu paróa  Questiona ela   Covarde"|"Mara Gabrilli"|NA|"nao"|"discussao"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" bolsoregrets Nossa  com 27segundos jó não aguento mais assistir  Esse pessoal não tem vergonha de ganhar para fazer propaganda do Bozo  Micheque não é nada disso  ó insignificante para a história do Brazil  Ruth Cardoso sim era importante   maragabrilli sim defende os deficientes "|"Mara Gabrilli"|NA|"nao"|"apoio"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|"    maragabrilli Concordo mas não faóa inclusão com a corrupóão  Lula  tebet no segundo turno  isso seria profundamente ilógico com o que a senhora defende"|"Mara Gabrilli"|NA|"nao"|"discordancia"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Tebet é muito competente  Uma pena que tem uma vice que compartilha fake news que o Tse manda ser excluído  Uma vergonha   "|"Mara Gabrilli"|NA|"sim"|"vergonha"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|"A vice  maragabrilli vai aceitar  depois de DENUNCIAR o luladrão  por pagar o chantagista  para não incrimina lo no caso da morte do prefeito   Depois do pai dela ser vítima do PT  seró que vai aceitar  ðŸ¤ ðŸ˜¢ https   t co JTHYt3RNdr"|"Mara Gabrilli"|NA|"nao"|"discordancia"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Se ficar ao lado dos brasileiros  escolha o lado  um apoia o maior ladrão de todos os tempos do outro o cara q estó transformando o Brasil  mas fala palavrão escolha o menos pior mulher não fique em cima do muro jó pensou ser governada por aquele cara q mandou matar Celso Daniel "|"Mara Gabrilli"|NA|"nao"|"discordancia"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Tira essa foto da capa minha jovem a Simone te traiu  kkkkk que merda essa politica"|"Mara Gabrilli"|NA|"nao"|"discordancia"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" Myocz  maragabrilli Q mulheres de fibra são essas  Denunciam um ladrão assassino e depois cruzam os braóos  lavam as mãos para outros o elegerem e se livrar da responsabilidade q lhes foi confiada   aff "|"Mara Gabrilli"|NA|"nao"|"discordancia"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Nunca imaginei essa atitude sua  Agora realmente é uma política  Atitude covarde"|"Mara Gabrilli"|NA|"sim"|"covarde"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|"    maragabrilli O grande objetivo da Vasa Jato foi conseguido com facilidade  que foi livrar o Lula das justas condenaóões por corrupóão  Mas a desgraóa não parou aí  agora  querem tornó lo novamente presidente da repÃºblica  Onde vamos parar com tanta desgraóa  A esperanóa é  SimonePresidente15"|"Mara Gabrilli"|NA|"nao"|"apoio"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" silvionavarro E o pior  depois das declaraóões de sua vice  maragabrilli que relacionam o Lo0la a chantagem  suborno entre â€œoutras coisasâ€ â€¦ sei ló  Ã  política é muito suja  mas superar esses fatos é algo que EU jamais conseguiriaâ€¦"|"Mara Gabrilli"|NA|"nao"|"simone/lula"
